ID_Transaksi,Jumlah_Transaksi,Jenis_Transaksi,Lokasi,Kanal_Transaksi,Usia_Nasabah,Pekerjaan_Nasabah,Durasi_Transaksi,Saldo_Akun,Jumlah_Transaksi_Log,Kluster,Nama_Segmen
TX000657,427.0,Credit,Oklahoma City,Branch,49.0,Engineer,163.0,8253.65,6.059123195581797,1,C1 - Saver 
TX000660,67.57,Debit,Charlotte,Branch,37.0,Engineer,107.0,2766.12,4.227855121296273,2,C2- Young & Active
TX000661,326.29,Debit,Denver,Online,56.0,Engineer,179.0,8171.26,5.790846628030911,1,C1 - Saver 
TX000662,158.56,Debit,Sacramento,ATM,33.0,Doctor,100.0,5401.21,5.0724200270372055,2,C2- Young & Active
TX000663,56.02,Debit,Memphis,Online,27.0,Student,142.0,3548.02,4.043402083484526,2,C2- Young & Active
TX000665,245.67,Credit,Portland,Branch,24.0,Student,107.0,752.25,5.508051410952312,2,C2- Young & Active
TX000666,152.18,Credit,Los Angeles,Online,39.0,Engineer,176.0,2459.84,5.031613700481447,2,C2- Young & Active
TX000667,114.35,Credit,El Paso,Branch,41.0,Engineer,21.0,469.12,4.747970984619762,2,C2- Young & Active
TX000668,373.27,Credit,Miami,Online,61.0,Doctor,79.0,8441.61,5.9249774620856215,1,C1 - Saver 
TX000669,504.63,Debit,Portland,Online,60.0,Engineer,168.0,3806.16,6.225805176515408,1,C1 - Saver 
TX000670,126.22,Debit,Atlanta,ATM,46.0,Engineer,77.0,6133.41,4.845917871250658,1,C1 - Saver 
TX000671,820.15,Debit,Kansas City,Branch,47.0,Doctor,181.0,8802.97,6.71070579678357,0,C0 - High Spender  
TX000672,986.81,Credit,Houston,Online,68.0,Doctor,127.0,14881.77,6.895490371562065,0,C0 - High Spender  
TX000673,8.37,Debit,Colorado Springs,ATM,63.0,Retired,135.0,1106.34,2.2375130962503307,1,C1 - Saver 
TX000674,197.49,Credit,Fresno,Online,53.0,Retired,30.0,5005.33,5.2907387210244865,1,C1 - Saver 
TX000675,637.97,Debit,New York,Branch,58.0,Retired,90.0,7949.03,6.459857504918618,0,C0 - High Spender  
TX000676,13.52,Debit,Seattle,ATM,26.0,Student,65.0,259.77,2.67552700939665,2,C2- Young & Active
TX000677,432.1,Debit,San Francisco,ATM,49.0,Engineer,240.0,2114.3,6.070968648220581,2,C2- Young & Active
TX000678,375.17,Debit,Fort Worth,ATM,51.0,Engineer,66.0,5495.3,5.930041168870556,1,C1 - Saver 
TX000679,642.68,Debit,Fresno,Branch,50.0,Doctor,94.0,8461.46,6.467201708201478,0,C0 - High Spender  
TX000680,78.44,Credit,San Jose,Online,52.0,Retired,292.0,6870.84,4.375002019736917,1,C1 - Saver 
TX000681,139.72,Debit,Memphis,Branch,49.0,Engineer,201.0,5058.83,4.946772100429302,1,C1 - Saver 
TX000682,499.99,Debit,San Jose,Branch,31.0,Engineer,296.0,8885.0,6.21658614080582,1,C1 - Saver 
TX000683,10.07,Debit,Albuquerque,Online,24.0,Student,49.0,530.81,2.4042387467205457,2,C2- Young & Active
TX000684,120.62,Debit,Raleigh,ATM,23.0,Student,85.0,9379.53,4.800901429691963,1,C1 - Saver 
TX000685,578.49,Debit,Nashville,Branch,59.0,Retired,180.0,6475.13,6.362148406375523,0,C0 - High Spender  
TX000686,119.3,Debit,Mesa,Branch,34.0,Engineer,22.0,319.04,4.789988622980633,2,C2- Young & Active
TX000687,280.92,Debit,Phoenix,Online,41.0,Doctor,168.0,5298.85,5.641623342747815,1,C1 - Saver 
TX000688,42.42,Debit,Sacramento,Online,21.0,Student,102.0,490.57,3.7709201644501458,2,C2- Young & Active
TX000689,77.03,Debit,Fresno,ATM,67.0,Doctor,259.0,11310.27,4.35709336812867,1,C1 - Saver 
TX000690,22.59,Debit,Seattle,ATM,62.0,Retired,45.0,3988.75,3.1608228934195837,1,C1 - Saver 
TX000691,568.76,Debit,Baltimore,ATM,51.0,Retired,155.0,7484.32,6.345215219529468,0,C0 - High Spender  
TX000692,25.94,Credit,San Jose,Online,58.0,Retired,211.0,4815.11,3.293612170982218,1,C1 - Saver 
TX000693,105.94,Debit,Oklahoma City,Branch,51.0,Engineer,207.0,5963.1,4.672267929520586,1,C1 - Saver 
TX000694,733.29,Debit,Virginia Beach,ATM,52.0,Doctor,94.0,10427.0,6.59890404595274,0,C0 - High Spender  
TX000695,350.15,Credit,Fresno,ATM,21.0,Student,195.0,296.47,5.861213482605029,2,C2- Young & Active
TX000696,1151.18,Debit,Kansas City,ATM,65.0,Doctor,105.0,1100.06,7.049411079050077,0,C0 - High Spender  
TX000697,183.67,Debit,San Diego,Online,19.0,Student,238.0,910.26,5.218570448457781,2,C2- Young & Active
TX000698,278.27,Debit,Tucson,Branch,29.0,Doctor,123.0,6684.34,5.632179055796509,2,C2- Young & Active
TX000699,470.3,Debit,Austin,ATM,40.0,Doctor,88.0,8524.09,6.155494833929685,1,C1 - Saver 
TX000700,261.69,Debit,Philadelphia,ATM,53.0,Retired,84.0,5126.65,5.570974629731707,1,C1 - Saver 
TX000701,365.04,Debit,Virginia Beach,Branch,22.0,Student,94.0,873.89,5.902742617047178,2,C2- Young & Active
TX000702,211.1,Debit,Miami,Branch,57.0,Retired,136.0,7059.77,5.357057861570636,1,C1 - Saver 
TX000703,21.49,Debit,Denver,ATM,58.0,Doctor,240.0,11991.24,3.1130707659712242,1,C1 - Saver 
TX000704,63.58,Debit,Columbus,ATM,18.0,Student,199.0,8086.04,4.167904765330129,2,C2- Young & Active
TX000705,321.86,Debit,San Antonio,ATM,63.0,Doctor,167.0,12626.49,5.777218792729383,1,C1 - Saver 
TX000707,642.54,Debit,Milwaukee,Branch,44.0,Engineer,28.0,3143.17,6.466984185166485,0,C0 - High Spender  
TX000709,313.65,Credit,Chicago,Branch,55.0,Retired,173.0,1886.36,5.751460909972942,1,C1 - Saver 
TX000710,99.76,Debit,Sacramento,Branch,26.0,Student,131.0,416.89,4.61274145148441,2,C2- Young & Active
TX000711,115.32,Debit,Denver,Branch,53.0,Retired,113.0,5929.08,4.756345013785209,1,C1 - Saver 
TX000712,33.61,Debit,Milwaukee,Online,23.0,Student,72.0,479.08,3.544142657647253,2,C2- Young & Active
TX000713,498.59,Credit,Oklahoma City,Online,33.0,Doctor,32.0,5862.99,6.213787762038289,2,C2- Young & Active
TX000714,98.81,Debit,San Francisco,Branch,27.0,Student,91.0,797.1,4.603268378698495,2,C2- Young & Active
TX000715,1.87,Debit,Washington,ATM,65.0,Retired,147.0,7287.94,1.0543120297715298,1,C1 - Saver 
TX000716,78.92,Credit,Jacksonville,Online,59.0,Engineer,95.0,5624.86,4.381026134340298,1,C1 - Saver 
TX000717,194.29,Credit,Seattle,Branch,39.0,Engineer,10.0,2988.41,5.274485633294691,2,C2- Young & Active
TX000718,28.73,Debit,Kansas City,ATM,53.0,Engineer,185.0,2712.96,3.3921566370100065,1,C1 - Saver 
TX000719,105.53,Debit,Colorado Springs,Online,24.0,Student,88.0,1433.66,4.668426635623106,2,C2- Young & Active
TX000720,737.34,Debit,Miami,Online,30.0,Doctor,34.0,7336.56,6.604404423115734,0,C0 - High Spender  
TX000721,237.86,Debit,Philadelphia,ATM,18.0,Student,210.0,475.63,5.475877606240281,2,C2- Young & Active
TX000722,409.61,Debit,Kansas City,Branch,65.0,Doctor,89.0,11698.15,6.017643858891285,1,C1 - Saver 
TX000723,75.53,Credit,Fresno,Online,21.0,Student,157.0,1034.35,4.33768282082183,2,C2- Young & Active
TX000724,72.75,Debit,Phoenix,ATM,64.0,Doctor,15.0,12042.79,4.300680995219929,1,C1 - Saver 
TX000725,39.11,Debit,Columbus,Online,26.0,Student,143.0,518.54,3.6916256797819615,2,C2- Young & Active
TX000726,1309.79,Debit,San Francisco,ATM,23.0,Student,139.0,1258.93,7.178385287866661,0,C0 - High Spender  
TX000727,729.38,Debit,Los Angeles,ATM,68.0,Doctor,90.0,9127.65,6.59356494664956,0,C0 - High Spender  
TX000728,137.49,Debit,Fort Worth,ATM,34.0,Engineer,50.0,4471.05,4.930798120854626,2,C2- Young & Active
TX000729,504.71,Debit,Detroit,Online,29.0,Engineer,61.0,6214.54,6.225963382460326,2,C2- Young & Active
TX000730,371.47,Credit,Milwaukee,Branch,24.0,Student,58.0,1187.04,5.920156497663592,2,C2- Young & Active
TX000731,430.35,Debit,Charlotte,Online,36.0,Doctor,205.0,354.9,6.066919825522588,2,C2- Young & Active
TX000732,230.32,Debit,Las Vegas,Branch,35.0,Engineer,56.0,791.46,5.443802033290018,2,C2- Young & Active
TX000733,121.71,Debit,Chicago,ATM,52.0,Retired,140.0,5878.89,4.809823847988456,1,C1 - Saver 
TX000734,98.87,Debit,Detroit,Online,20.0,Student,179.0,533.2,4.603869340255043,2,C2- Young & Active
TX000735,117.55,Debit,Fresno,ATM,24.0,Student,35.0,897.94,4.775334812511415,2,C2- Young & Active
TX000736,244.64,Debit,Tucson,Branch,30.0,Doctor,103.0,9159.56,5.503867049461198,1,C1 - Saver 
TX000737,321.93,Debit,Nashville,ATM,45.0,Engineer,12.0,4392.73,5.7774355814696055,1,C1 - Saver 
TX000738,1092.73,Debit,Columbus,Branch,58.0,Retired,11.0,1390.98,6.9973491517903526,0,C0 - High Spender  
TX000739,283.23,Debit,El Paso,Online,40.0,Engineer,98.0,2008.77,5.649783769557158,2,C2- Young & Active
TX000740,346.65,Debit,Washington,Online,30.0,Engineer,60.0,6356.96,5.851196226545027,2,C2- Young & Active
TX000741,381.62,Debit,Las Vegas,Online,64.0,Retired,164.0,6009.12,5.947042329555235,1,C1 - Saver 
TX000742,388.65,Debit,Oklahoma City,ATM,76.0,Retired,43.0,7896.85,5.96524890028957,1,C1 - Saver 
TX000743,29.22,Debit,San Antonio,ATM,24.0,Student,151.0,1649.43,3.4085039568445934,2,C2- Young & Active
TX000744,46.75,Debit,Colorado Springs,Branch,67.0,Retired,150.0,2840.43,3.865979066926739,1,C1 - Saver 
TX000745,348.64,Debit,San Jose,Online,57.0,Retired,128.0,3274.96,5.856904053712287,1,C1 - Saver 
TX000746,319.17,Debit,Tucson,Online,73.0,Retired,81.0,6501.56,5.768852104730449,1,C1 - Saver 
TX000747,73.95,Debit,Kansas City,ATM,26.0,Student,76.0,363.92,4.316821224548606,2,C2- Young & Active
TX000748,389.63,Debit,Mesa,Online,27.0,Engineer,99.0,9748.48,5.9677608204087464,1,C1 - Saver 
TX000749,217.61,Debit,Chicago,ATM,19.0,Student,45.0,1404.53,5.387289320350301,2,C2- Young & Active
TX000750,199.84,Debit,Dallas,ATM,21.0,Student,150.0,706.44,5.302508571166505,2,C2- Young & Active
TX000751,56.35,Debit,Charlotte,ATM,44.0,Doctor,75.0,5095.73,4.04917284357538,1,C1 - Saver 
TX000752,248.95,Credit,San Francisco,Branch,65.0,Retired,29.0,3059.79,5.521260897859579,1,C1 - Saver 
TX000753,142.58,Debit,San Antonio,ATM,33.0,Engineer,145.0,7844.23,4.966892371148337,1,C1 - Saver 
TX000754,1020.73,Debit,Fort Worth,ATM,28.0,Student,87.0,1119.61,6.92925254799296,0,C0 - High Spender  
TX000755,84.34,Debit,Memphis,Online,58.0,Retired,248.0,5313.97,4.446643277759854,1,C1 - Saver 
TX000756,1607.55,Debit,Phoenix,ATM,31.0,Engineer,156.0,6227.99,7.3830884310576295,0,C0 - High Spender  
TX000757,333.78,Debit,San Diego,ATM,60.0,Retired,98.0,6810.94,5.813473599674474,1,C1 - Saver 
TX000758,332.59,Debit,San Antonio,Online,55.0,Retired,143.0,1457.07,5.809912694016117,1,C1 - Saver 
TX000759,236.81,Debit,Oklahoma City,Branch,22.0,Student,15.0,813.68,5.471472035517174,2,C2- Young & Active
TX000760,417.8,Credit,Philadelphia,Branch,27.0,Student,130.0,1518.82,6.037393478996382,2,C2- Young & Active
TX000761,319.27,Debit,San Antonio,ATM,50.0,Doctor,150.0,10269.78,5.76916439003684,1,C1 - Saver 
TX000762,384.1,Debit,Detroit,Branch,42.0,Engineer,172.0,672.79,5.953503040820864,2,C2- Young & Active
TX000763,820.62,Credit,Fresno,Branch,61.0,Doctor,158.0,6024.8,6.71127800106393,0,C0 - High Spender  
TX000764,474.77,Credit,Indianapolis,Online,56.0,Engineer,50.0,2158.59,6.164934544178619,1,C1 - Saver 
TX000765,542.72,Credit,Indianapolis,Branch,43.0,Doctor,92.0,6011.8,6.298434408467047,0,C0 - High Spender  
TX000766,79.8,Debit,Fort Worth,ATM,73.0,Retired,76.0,6372.58,4.39197696552705,1,C1 - Saver 
TX000767,46.24,Debit,San Diego,Branch,57.0,Engineer,52.0,2569.56,3.8552409913291616,1,C1 - Saver 
TX000768,327.8,Debit,San Francisco,ATM,61.0,Doctor,54.0,10585.48,5.7954496631820245,1,C1 - Saver 
TX000769,445.79,Debit,Las Vegas,ATM,52.0,Doctor,161.0,717.99,6.102088685565886,2,C2- Young & Active
TX000770,55.89,Debit,Fresno,Online,72.0,Retired,150.0,3689.65,4.041119578762556,1,C1 - Saver 
TX000771,158.41,Debit,Sacramento,Branch,28.0,Student,16.0,1512.16,5.071479499645555,2,C2- Young & Active
TX000772,101.19,Credit,Denver,Online,64.0,Doctor,75.0,14389.45,4.626833825624118,1,C1 - Saver 
TX000773,827.14,Debit,El Paso,Branch,36.0,Engineer,265.0,9800.21,6.719182222218092,0,C0 - High Spender  
TX000774,61.97,Debit,Phoenix,ATM,74.0,Retired,95.0,7014.69,4.142658422500651,1,C1 - Saver 
TX000775,27.21,Debit,San Jose,ATM,79.0,Retired,102.0,3520.61,3.339676525013905,1,C1 - Saver 
TX000776,173.74,Debit,Houston,Online,80.0,Retired,64.0,4913.42,5.163299154869948,1,C1 - Saver 
TX000777,176.11,Debit,San Jose,Branch,38.0,Engineer,105.0,9155.35,5.176771008468541,1,C1 - Saver 
TX000778,88.4,Debit,Fort Worth,Online,46.0,Engineer,174.0,2567.53,4.493120682179469,2,C2- Young & Active
TX000779,567.92,Debit,Columbus,Online,53.0,Retired,14.0,3779.47,6.343739826702027,0,C0 - High Spender  
TX000780,138.11,Credit,Phoenix,Online,68.0,Retired,104.0,4177.65,4.935264987071479,1,C1 - Saver 
TX000781,456.93,Credit,Virginia Beach,Branch,28.0,Engineer,193.0,7284.76,6.126716334005255,2,C2- Young & Active
TX000782,101.42,Debit,Atlanta,Online,66.0,Retired,146.0,6530.59,4.6290820060344045,1,C1 - Saver 
TX000783,300.61,Debit,El Paso,Online,44.0,Doctor,51.0,7895.54,5.709134792082811,1,C1 - Saver 
TX000784,265.94,Debit,Boston,Online,54.0,Engineer,132.0,6781.3,5.587023914046005,1,C1 - Saver 
TX000785,345.54,Debit,San Diego,Online,29.0,Engineer,50.0,2091.78,5.847998252082701,2,C2- Young & Active
TX000786,411.52,Debit,Los Angeles,ATM,41.0,Doctor,88.0,11108.39,6.0222846894478685,1,C1 - Saver 
TX000787,111.21,Debit,Portland,Branch,35.0,Doctor,111.0,9088.36,4.720372115676775,1,C1 - Saver 
TX000788,316.37,Debit,Colorado Springs,ATM,53.0,Engineer,86.0,4671.69,5.760068285666793,1,C1 - Saver 
TX000789,260.63,Debit,Fort Worth,Branch,37.0,Engineer,142.0,7534.73,5.566931291907004,1,C1 - Saver 
TX000790,92.36,Debit,Dallas,ATM,29.0,Engineer,144.0,6353.14,4.5364629879783,2,C2- Young & Active
TX000791,262.06,Debit,Oklahoma City,Branch,63.0,Doctor,118.0,13587.52,5.572382143040633,1,C1 - Saver 
TX000792,64.5,Debit,Denver,ATM,74.0,Retired,230.0,1351.24,4.182050142641207,1,C1 - Saver 
TX000793,253.55,Debit,Jacksonville,ATM,28.0,Engineer,85.0,2797.26,5.539497280348345,2,C2- Young & Active
TX000795,175.94,Debit,Indianapolis,ATM,57.0,Retired,89.0,3728.04,5.17581069205524,1,C1 - Saver 
TX000796,199.47,Debit,Detroit,Online,57.0,Doctor,142.0,6067.44,5.300664609616385,1,C1 - Saver 
TX000797,51.07,Debit,Dallas,Branch,63.0,Retired,133.0,4292.16,3.952588967174808,1,C1 - Saver 
TX000798,435.86,Debit,Jacksonville,ATM,56.0,Retired,134.0,3801.82,6.079612777634675,1,C1 - Saver 
TX000799,74.73,Credit,Jacksonville,Branch,64.0,Retired,162.0,6353.22,4.327174383125731,1,C1 - Saver 
TX000800,182.79,Credit,Louisville,Online,23.0,Student,14.0,1251.85,5.213793801477383,2,C2- Young & Active
TX000801,628.36,Debit,Austin,Online,44.0,Doctor,108.0,11869.71,6.444703430020987,0,C0 - High Spender  
TX000802,268.39,Debit,San Antonio,Online,29.0,Doctor,177.0,9409.43,5.596160143762447,1,C1 - Saver 
TX000803,362.27,Debit,Jacksonville,ATM,80.0,Retired,47.0,6003.59,5.895146359434385,1,C1 - Saver 
TX000804,560.15,Credit,Memphis,Online,50.0,Engineer,92.0,817.83,6.329988249462264,0,C0 - High Spender  
TX000805,351.99,Debit,Chicago,ATM,80.0,Retired,45.0,3663.64,5.866439727920136,1,C1 - Saver 
TX000806,132.36,Debit,Colorado Springs,Branch,28.0,Student,160.0,319.65,4.893052238442539,2,C2- Young & Active
TX000807,24.77,Credit,Nashville,Online,40.0,Engineer,17.0,478.23,3.2492110246642736,2,C2- Young & Active
TX000808,668.67,Debit,Detroit,Online,44.0,Doctor,143.0,13446.81,6.506785053735233,0,C0 - High Spender  
TX000809,80.24,Credit,New York,Branch,53.0,Doctor,58.0,8012.81,4.397407736712184,1,C1 - Saver 
TX000810,8.65,Debit,Mesa,ATM,68.0,Retired,198.0,4201.22,2.2669579153508947,1,C1 - Saver 
TX000811,178.91,Debit,Omaha,ATM,18.0,Student,19.0,8870.89,5.192456725848528,2,C2- Young & Active
TX000812,115.22,Debit,San Francisco,Branch,27.0,Engineer,108.0,906.2,4.755484946646959,2,C2- Young & Active
TX000813,161.63,Debit,San Jose,Online,46.0,Doctor,276.0,9286.37,5.091477681940357,1,C1 - Saver 
TX000814,542.75,Credit,Nashville,Branch,70.0,Retired,63.0,2224.08,6.298489582402894,0,C0 - High Spender  
TX000815,317.47,Credit,Sacramento,Online,67.0,Doctor,16.0,14639.28,5.763528279053155,1,C1 - Saver 
TX000816,280.99,Debit,Houston,Branch,45.0,Engineer,29.0,9733.59,5.64187160931645,1,C1 - Saver 
TX000817,24.19,Debit,San Diego,ATM,29.0,Engineer,28.0,2756.2,3.226447090364519,2,C2- Young & Active
TX000818,586.85,Debit,Mesa,ATM,36.0,Doctor,86.0,6655.15,6.37647181331375,0,C0 - High Spender  
TX000819,372.41,Debit,San Diego,ATM,55.0,Retired,143.0,3233.87,5.922677011680996,1,C1 - Saver 
TX000822,247.17,Credit,Chicago,Branch,65.0,Retired,149.0,2611.64,5.514113995199193,1,C1 - Saver 
TX000823,48.78,Credit,Kansas City,Branch,18.0,Student,136.0,552.06,3.907613296939446,2,C2- Young & Active
TX000824,4.15,Credit,Omaha,Branch,60.0,Retired,119.0,6017.36,1.6389967146756448,1,C1 - Saver 
TX000825,60.99,Debit,Oklahoma City,Branch,34.0,Engineer,58.0,7281.46,4.126973081713828,1,C1 - Saver 
TX000826,408.19,Debit,Mesa,Branch,26.0,Engineer,241.0,6847.47,6.014179595851196,2,C2- Young & Active
TX000827,524.6,Debit,El Paso,Branch,58.0,Doctor,76.0,13017.7,6.2645404671704,1,C1 - Saver 
TX000828,108.96,Debit,Milwaukee,ATM,26.0,Student,247.0,7597.66,4.700116663297045,2,C2- Young & Active
TX000829,70.03,Debit,Nashville,Branch,63.0,Retired,49.0,7330.31,4.2631023230097185,1,C1 - Saver 
TX000831,324.04,Debit,Virginia Beach,ATM,54.0,Retired,30.0,2248.06,5.783948251679472,1,C1 - Saver 
TX000832,39.69,Debit,Austin,Online,70.0,Retired,163.0,3524.68,3.7059823620135983,1,C1 - Saver 
TX000834,81.27,Credit,Seattle,Online,22.0,Student,68.0,1814.48,4.410006521180839,2,C2- Young & Active
TX000835,193.82,Debit,Kansas City,Branch,37.0,Engineer,176.0,3886.77,5.27207605534281,2,C2- Young & Active
TX000837,474.05,Debit,San Jose,ATM,57.0,Retired,214.0,1484.31,6.163420061652759,1,C1 - Saver 
TX000838,39.21,Debit,Miami,ATM,66.0,Doctor,245.0,9385.57,3.6941157209091826,1,C1 - Saver 
TX000839,637.75,Debit,Dallas,Branch,79.0,Retired,152.0,4202.92,6.459513141517914,0,C0 - High Spender  
TX000840,153.59,Credit,Portland,Branch,66.0,Retired,174.0,4813.12,5.0407764510082425,1,C1 - Saver 
TX000841,186.6,Debit,Tucson,Branch,18.0,Student,139.0,9716.68,5.234312036572124,2,C2- Young & Active
TX000842,644.08,Debit,Atlanta,Online,24.0,Student,55.0,1980.62,6.469374340112315,2,C2- Young & Active
TX000844,305.0,Debit,Phoenix,ATM,22.0,Student,222.0,944.83,5.723585101952381,2,C2- Young & Active
TX000845,233.1,Credit,Nashville,Branch,42.0,Doctor,37.0,7469.2,5.455748374496865,1,C1 - Saver 
TX000846,793.13,Debit,Memphis,Online,68.0,Doctor,76.0,13389.16,6.677247175804874,0,C0 - High Spender  
TX000847,224.19,Debit,Houston,ATM,52.0,Doctor,93.0,8475.47,5.416944490306248,1,C1 - Saver 
TX000848,214.83,Credit,Tucson,ATM,23.0,Student,63.0,991.69,5.374491060770879,2,C2- Young & Active
TX000849,163.46,Credit,Baltimore,Branch,63.0,Retired,111.0,6953.8,5.1026673795427495,1,C1 - Saver 
TX000850,194.99,Debit,Jacksonville,Branch,34.0,Engineer,91.0,1370.03,5.278063637520769,2,C2- Young & Active
TX000851,23.4,Debit,El Paso,ATM,46.0,Doctor,175.0,14851.28,3.1945831322991562,1,C1 - Saver 
TX000852,227.5,Debit,Sacramento,Online,34.0,Doctor,277.0,11505.35,5.43153621033426,1,C1 - Saver 
TX000853,259.9,Debit,Oklahoma City,Online,26.0,Student,100.0,914.28,5.564137192142683,2,C2- Young & Active
TX000854,59.51,Credit,Dallas,Online,36.0,Doctor,55.0,9955.88,4.10280864063423,1,C1 - Saver 
TX000855,50.63,Debit,Columbus,Online,64.0,Retired,143.0,4732.81,3.9441028988915576,1,C1 - Saver 
TX000856,1074.95,Debit,Jacksonville,Branch,20.0,Student,91.0,530.86,6.980959271240553,0,C0 - High Spender  
TX000857,112.94,Credit,San Antonio,Online,73.0,Retired,31.0,3807.84,4.735671994052249,1,C1 - Saver 
TX000858,11.81,Debit,Phoenix,ATM,21.0,Student,131.0,320.25,2.550226115908643,2,C2- Young & Active
TX000859,329.14,Debit,Sacramento,Branch,55.0,Doctor,14.0,12033.92,5.799516806919395,1,C1 - Saver 
TX000860,154.24,Debit,Mesa,ATM,61.0,Retired,82.0,6109.55,5.044972306500705,1,C1 - Saver 
TX000861,233.44,Debit,Chicago,Online,20.0,Student,297.0,1691.88,5.457199691608229,2,C2- Young & Active
TX000863,209.03,Debit,Detroit,Branch,55.0,Engineer,126.0,8359.5,5.347250377657216,1,C1 - Saver 
TX000864,1137.63,Debit,Baltimore,ATM,26.0,Student,144.0,1629.12,7.037581064316722,0,C0 - High Spender  
TX000866,101.81,Debit,Fort Worth,ATM,45.0,Doctor,105.0,13872.03,4.632882624554627,1,C1 - Saver 
TX000867,98.71,Debit,Fort Worth,ATM,32.0,Doctor,117.0,10095.23,4.602265972840701,1,C1 - Saver 
TX000868,87.38,Debit,Atlanta,Branch,21.0,Student,252.0,1504.99,4.481645699702594,2,C2- Young & Active
TX000869,83.39,Debit,Omaha,Branch,32.0,Doctor,158.0,13182.11,4.435448911169875,1,C1 - Saver 
TX000870,267.55,Debit,Charlotte,Online,46.0,Engineer,40.0,4330.04,5.593037116351469,1,C1 - Saver 
TX000871,870.05,Debit,El Paso,ATM,29.0,Doctor,39.0,905.25,6.769699380486169,0,C0 - High Spender  
TX000873,164.51,Debit,Louisville,Branch,78.0,Retired,110.0,3553.69,5.109031615952449,1,C1 - Saver 
TX000874,758.12,Debit,San Francisco,ATM,69.0,Retired,90.0,6164.65,6.632159867665503,0,C0 - High Spender  
TX000875,103.76,Debit,Kansas City,Online,28.0,Engineer,188.0,9626.14,4.651672019639511,1,C1 - Saver 
TX000876,583.92,Debit,Kansas City,Online,55.0,Engineer,139.0,6364.14,6.371475085743678,0,C0 - High Spender  
TX000877,204.06,Debit,Washington,Online,77.0,Retired,159.0,4351.83,5.323302619241945,1,C1 - Saver 
TX000878,53.51,Debit,New York,Online,56.0,Retired,165.0,5773.5,3.9983841710761894,1,C1 - Saver 
TX000879,1108.46,Debit,Los Angeles,Branch,30.0,Engineer,262.0,9257.04,7.01162868944695,0,C0 - High Spender  
TX000881,120.17,Debit,Portland,ATM,49.0,Doctor,105.0,5403.79,4.7971945182434315,1,C1 - Saver 
TX000882,220.8,Debit,Indianapolis,Online,31.0,Engineer,28.0,8135.31,5.401776074916267,1,C1 - Saver 
TX000883,119.01,Debit,Philadelphia,ATM,45.0,Doctor,87.0,9798.26,4.78757507264335,1,C1 - Saver 
TX000884,183.32,Debit,Raleigh,ATM,21.0,Student,74.0,137.42,5.216673377507527,2,C2- Young & Active
TX000885,858.88,Debit,Jacksonville,Online,60.0,Engineer,227.0,7015.46,6.756792844627935,0,C0 - High Spender  
TX000886,11.46,Credit,San Francisco,Online,41.0,Engineer,128.0,2356.71,2.522523513359307,2,C2- Young & Active
TX000887,61.37,Debit,Columbus,Branch,75.0,Retired,164.0,4294.44,4.1330843905380314,1,C1 - Saver 
TX000888,103.08,Credit,Milwaukee,Branch,49.0,Engineer,150.0,9251.38,4.64515983420425,1,C1 - Saver 
TX000889,1.21,Debit,Atlanta,Branch,55.0,Retired,196.0,7542.74,0.7929925155296614,1,C1 - Saver 
TX000890,425.18,Credit,Colorado Springs,Online,26.0,Engineer,172.0,9880.71,6.054861792237774,1,C1 - Saver 
TX000891,60.96,Debit,Colorado Springs,ATM,52.0,Retired,238.0,6189.24,4.1264890155486675,1,C1 - Saver 
TX000892,64.21,Debit,Omaha,ATM,51.0,Doctor,37.0,12540.18,4.177612831405111,1,C1 - Saver 
TX000893,523.02,Debit,Jacksonville,Online,53.0,Retired,83.0,4586.11,6.261529851531596,0,C0 - High Spender  
TX000894,50.26,Debit,Las Vegas,Branch,65.0,Retired,164.0,1519.38,3.936910720935925,1,C1 - Saver 
TX000895,110.08,Debit,Detroit,Branch,19.0,Student,95.0,1447.26,4.7102506624385985,2,C2- Young & Active
TX000896,54.47,Credit,Philadelphia,Branch,23.0,Student,34.0,1131.42,4.015842334067143,2,C2- Young & Active
TX000897,79.76,Debit,Kansas City,Online,68.0,Doctor,115.0,10278.75,4.391481793444637,1,C1 - Saver 
TX000898,16.79,Credit,Detroit,Online,30.0,Doctor,146.0,535.15,2.8786365016777435,2,C2- Young & Active
TX000899,1531.31,Debit,San Diego,Online,18.0,Student,62.0,859.86,7.334531679700015,0,C0 - High Spender  
TX000900,68.62,Debit,Omaha,Branch,29.0,Doctor,157.0,13891.47,4.243051882383293,1,C1 - Saver 
TX000902,643.38,Credit,Detroit,Online,18.0,Student,105.0,1046.74,6.468288614197958,2,C2- Young & Active
TX000903,328.34,Credit,San Diego,Online,42.0,Engineer,31.0,2840.45,5.797090651789853,2,C2- Young & Active
TX000904,72.68,Debit,Seattle,Online,69.0,Retired,44.0,6216.77,4.299731391947051,1,C1 - Saver 
TX000905,354.76,Debit,Detroit,Branch,51.0,Doctor,279.0,10141.92,5.874256346202441,1,C1 - Saver 
TX000906,793.88,Credit,Los Angeles,ATM,22.0,Student,252.0,1404.06,6.678191159865005,0,C0 - High Spender  
TX000907,29.22,Debit,Detroit,ATM,27.0,Engineer,69.0,7795.79,3.4085039568445934,2,C2- Young & Active
TX000909,366.43,Credit,Portland,Online,21.0,Student,92.0,1560.45,5.906532824319521,2,C2- Young & Active
